_init_proc, no_match_found
check_call_unroll, no_match_found
rec_func_lua, no_match_found
lj_record_idx, no_match_found
lj_record_mm_lookup, no_match_found
rec_call_setup, no_match_found
lj_record_call, no_match_found
rec_mm_callcomp, no_match_found
rec_mm_comp_cdata, no_match_found
rec_mm_arith, no_match_found
lj_record_ret, no_match_found
lj_record_tailcall, no_match_found
lj_record_objcmp, no_match_found
possible_crypto_6, no_match_found
results_wanted, no_match_found
recff_assert, no_match_found
lj_ffrecord_func, no_match_found
recff_table_getn, no_match_found
recff_io_fp, no_match_found
recff_io_flush, no_match_found
recff_c, no_match_found
recff_nyiu, no_match_found
recff_ipairs, no_match_found
recff_type, no_match_found
argv2int, no_match_found
lj_ffrecord_select_mode, no_match_found
recff_select, no_match_found
recff_math_pow, no_match_found
recff_xpcall_cp, no_match_found
recff_pcall, no_match_found
recff_metacall_cp, no_match_found
recff_rawequal, no_match_found
recff_nyi, no_match_found
recff_getmetatable, no_match_found
recff_rawget, no_match_found
recff_rawset, no_match_found
recff_xpcall, no_match_found
recff_setmetatable, no_match_found
recff_tonumber, no_match_found
recff_tostring, no_match_found
recff_ipairs_aux, no_match_found
recff_math_abs, no_match_found
recff_math_round, no_match_found
recff_math_unary, no_match_found
recff_math_log, no_match_found
recff_math_atan2, no_match_found
recff_math_ldexp, no_match_found
recff_math_atrig, no_match_found
recff_math_htrig, no_match_found
recff_math_modf, no_match_found
recff_math_degrad, no_match_found
recff_math_minmax, no_match_found
recff_math_random, no_match_found
recff_bit_unary, no_match_found
recff_bit_nary, no_match_found
recff_bit_shift, no_match_found
recff_string_len, no_match_found
recff_string_range, no_match_found
recff_table_remove, no_match_found
recff_table_insert, no_match_found
recff_io_write, no_match_found
emit_sjcc, no_match_found
emit_jcc, no_match_found
emit_call_, no_match_found
ra_releasetmp, no_match_found
asm_collectargs, no_match_found
asm_callx_flags, no_match_found
asm_stack_adjust, no_match_found
asm_isk32, no_match_found
noconflict, no_match_found
asm_count_call_slots, no_match_found
asm_swapops, no_match_found
asm_setup_call_slots, no_match_found
ra_spill, no_match_found
asm_guardcc, no_match_found
asm_mclimit, no_match_found
emit_mrm, no_match_found
emit_gmrmi, no_match_found
emit_gri, no_match_found
emit_rmro, no_match_found
emit_addptr, no_match_found
emit_spstore, no_match_found
ra_save, no_match_found
emit_spload, no_match_found
emit_movmroi, no_match_found
emit_gmroi, no_match_found
emit_rma, no_match_found
emit_rr, no_match_found
asm_stack_check, no_match_found
emit_movrr, no_match_found
emit_loadn, no_match_found
emit_loadi, no_match_found
ra_rematk, no_match_found
ra_restore, no_match_found
ra_evictset, no_match_found
ra_evict, no_match_found
ra_allocref, no_match_found
asm_snap_alloc1, no_match_found
asm_snap_prep, no_match_found
ra_alloc1, no_match_found
asm_gencall, no_match_found
asm_gc_check, no_match_found
asm_fusestrref, no_match_found
asm_fusexref, no_match_found
asm_fusefref, no_match_found
asm_fusearef, no_match_found
asm_fuseahuref, no_match_found
asm_fuseload, no_match_found
asm_x87load, no_match_found
ra_pick, no_match_found
ra_scratch, no_match_found
asm_fxstore, no_match_found
asm_phi, no_match_found
ra_dest, no_match_found
asm_ahuvload, no_match_found
asm_strref, no_match_found
asm_fref, no_match_found
asm_uref, no_match_found
asm_hrefk, no_match_found
asm_href, no_match_found
asm_aref, no_match_found
asm_tointg, no_match_found
asm_sload, no_match_found
ra_destreg, no_match_found
asm_setupresult, no_match_found
asm_intmod, no_match_found
asm_newref, no_match_found
asm_tostr, no_match_found
asm_callx, no_match_found
asm_call, no_match_found
asm_tdup, no_match_found
asm_tnew, no_match_found
asm_snew, no_match_found
ra_rename, no_match_found
asm_phi_break, no_match_found
asm_loop, no_match_found
ra_left, no_match_found
asm_bitshift, no_match_found
asm_bitswap, no_match_found
asm_min_max, no_match_found
asm_neg_not, no_match_found
asm_intarith, no_match_found
asm_fparith, no_match_found
asm_add, no_match_found
asm_fppowi, no_match_found
asm_fpmath, no_match_found
asm_tobit, no_match_found
asm_hiop, no_match_found
asm_conv, no_match_found
asm_cnew, no_match_found
asm_ir, no_match_found
lj_asm_patchexit, no_match_found
lj_asm_trace, no_match_found
lj_cdata_setfin, no_match_found
lj_cdata_newv, no_match_found
lj_cdata_newref, no_match_found
lj_cdata_get, no_match_found
lj_cdata_set, no_match_found
lj_cdata_free, no_match_found
lj_cdata_index, no_match_found
cconv_childqual, no_match_found
lj_cconv_compatptr, no_match_found
cconv_err_initov, no_match_found
lj_cconv_multi_init, no_match_found
lj_cconv_tv_bf, no_match_found
lj_cconv_ct_ct, no_match_found
lj_cconv_ct_tv, no_match_found
lj_cconv_bf_tv, no_match_found
cconv_substruct_init, no_match_found
lj_cconv_ct_init, no_match_found
cconv_substruct_tab, no_match_found
lj_cconv_tv_ct, no_match_found
lj_ccall_ctid_vararg, no_match_found
lj_ccall_func, no_match_found
lj_carith_mul64, no_match_found
lj_carith_divu64, no_match_found
lj_carith_divi64, no_match_found
lj_carith_modu64, no_match_found
lj_carith_modi64, no_match_found
lj_carith_powu64, no_match_found
lj_carith_powi64, no_match_found
lj_carith_op, no_match_found
clib_new, no_match_found
lj_clib_default, no_match_found
lj_clib_unload, no_match_found
clib_error_, no_match_found
clib_check_lds, no_match_found
lj_clib_load, no_match_found
lj_clib_index, no_match_found
cp_newline, no_match_found
cp_istypedecl, no_match_found
cp_decl_reset, no_match_found
lj_cparse, no_match_found
cp_tok2str, no_match_found
cp_get_bs, no_match_found
cp_errmsg, no_match_found
cp_err, no_match_found
cp_decl_intern, no_match_found
cp_add, no_match_found
cp_push, no_match_found
cp_push_type, no_match_found
cp_save_grow, no_match_found
cp_err_badidx, no_match_found
cp_err_token, no_match_found
cp_next, no_match_found
cp_check, no_match_found
cp_opt, no_match_found
cp_expr_comma, no_match_found
cp_expr_sizeof, no_match_found
cp_expr_unary, no_match_found
cp_expr_sub, no_match_found
cp_decl_constinit, no_match_found
cp_expr_kint, no_match_found
cp_expr_ksize, no_match_found
cp_decl_sizeattr, no_match_found
cp_decl_align, no_match_found
cp_decl_attributes, no_match_found
cp_struct_name, no_match_found
cp_decl_struct, no_match_found
cp_decl_spec, no_match_found
cp_declarator, no_match_found
cp_decl_abstract, no_match_found
cpcparser, no_match_found
lj_lib_checktabornil, no_match_found
lj_lib_checkany, no_match_found
lj_lib_checktab, no_match_found
lj_lib_checkfunc, no_match_found
lj_lib_checkint, no_match_found
lj_lib_optint, no_match_found
lj_lib_checknum, no_match_found
lj_lib_checkbit, no_match_found
lj_lib_checkstr, no_match_found
lj_lib_optstr, no_match_found
lj_lib_checkopt, no_match_found
lj_lib_register, no_match_found
lj_ffh_coroutine_yield, no_match_found
ffh_resume, no_match_found
lj_ffh_coroutine_wrap_aux, no_match_found
lj_ffh_coroutine_resume, no_match_found
lj_cf_coroutine_create, no_match_found
lj_cf_coroutine_wrap, no_match_found
lj_cf_coroutine_running, no_match_found
lj_cf_coroutine_status, no_match_found
lj_cf_newproxy, no_match_found
lj_cf_collectgarbage, no_match_found
lj_cf_dofile, no_match_found
load_aux, no_match_found
lj_cf_load, no_match_found
lj_cf_loadstring, no_match_found
lj_cf_loadfile, no_match_found
lj_ffh_pcall, no_match_found
lj_cf_error, no_match_found
ffh_pairs, no_match_found
lj_ffh_ipairs, no_match_found
lj_ffh_pairs, no_match_found
lj_cf_rawset, no_match_found
lj_ffh_rawget, no_match_found
lj_ffh_ipairs_aux, no_match_found
lj_ffh_next, no_match_found
lj_cf_rawequal, no_match_found
lj_cf_setfenv, no_match_found
lj_ffh_assert, no_match_found
luaopen_base, no_match_found
lj_ffh_coroutine_wrap_err, no_match_found
lj_ffh_setmetatable, no_match_found
lj_cf_getfenv, no_match_found
lj_cf_select, no_match_found
lj_cf_gcinfo, no_match_found
lj_cf_unpack, no_match_found
lj_ffh_tonumber, no_match_found
lj_ffh_tostring, no_match_found
reader_func, no_match_found
lj_cf_print, no_match_found
possible_crypto_7, no_match_found
random_init, no_match_found
luaopen_math, no_match_found
lj_cf_math_randomseed, no_match_found
lj_ffh_math_min, no_match_found
lj_ffh_math_ldexp, no_match_found
lj_ffh_math_atan2, no_match_found
lj_ffh_math_sqrt, no_match_found
lj_ffh_math_abs, no_match_found
lj_ffh_math_log, no_match_found
lj_cf_math_random, no_match_found
luaopen_bit, no_match_found
lj_cf_bit_tohex, no_match_found
lj_ffh_bit_band, no_match_found
lj_ffh_bit_lshift, no_match_found
lj_ffh_bit_tobit, no_match_found
match_class, no_match_found
matchbracketclass, no_match_found
singlematch, no_match_found
luaopen_string, no_match_found
lj_ffh_string_len, no_match_found
writer_buf, no_match_found
classend, no_match_found
addintlen, no_match_found
lj_cf_string_format, no_match_found
match, StoneAge/Source/gmsv/autil.c
start_capture, no_match_found
max_expand, no_match_found
push_onecapture, no_match_found
push_captures, no_match_found
lj_cf_string_gsub, no_match_found
lj_cf_string_gmatch_aux, no_match_found
lj_cf_string_gmatch, no_match_found
str_find_aux, no_match_found
lj_cf_string_match, no_match_found
lj_cf_string_find, no_match_found
lj_cf_string_dump, no_match_found
lj_ffh_string_reverse, no_match_found
lj_ffh_string_sub, no_match_found
lj_ffh_string_char, no_match_found
lj_ffh_string_rep, no_match_found
lj_ffh_string_byte, no_match_found
luaopen_table, no_match_found
lj_cf_table_maxn, no_match_found
lj_ffh_table_getn, no_match_found
sort_comp, no_match_found
set2, no_match_found
auxsort, no_match_found
lj_cf_table_sort, no_match_found
lj_cf_table_concat, no_match_found
lj_cf_table_remove, no_match_found
lj_cf_table_foreachi, no_match_found
lj_cf_table_foreach, no_match_found
lj_cf_table_insert, no_match_found
lj_cf_io_type, no_match_found
io_std_new, no_match_found
luaopen_io, no_match_found
io_file_new, no_match_found
io_file_open, no_match_found
io_stdfile, no_match_found
io_file_readline, no_match_found
io_file_read, no_match_found
lj_cf_io_read, no_match_found
io_file_close, no_match_found
io_file_iter, no_match_found
io_tofilep, no_match_found
lj_cf_io_method___gc, no_match_found
io_tofile, no_match_found
io_std_getset, no_match_found
lj_cf_io_output, no_match_found
lj_cf_io_input, no_match_found
lj_cf_io_method_lines, no_match_found
lj_cf_io_method_read, no_match_found
lj_cf_io_method_close, no_match_found
lj_cf_io_close, no_match_found
lj_cf_io_flush, no_match_found
lj_cf_io_method_flush, no_match_found
io_file_write, no_match_found
lj_cf_io_write, no_match_found
lj_cf_io_method_write, no_match_found
lj_cf_io_tmpfile, no_match_found
lj_cf_io_open, no_match_found
lj_cf_io_popen, no_match_found
lj_cf_io_method___tostring, no_match_found
lj_cf_io_method_setvbuf, no_match_found
lj_cf_io_method_seek, no_match_found
lj_cf_io_lines, no_match_found
luaopen_os, no_match_found
lj_cf_os_setlocale, no_match_found
lj_cf_os_difftime, no_match_found
getfield, no_match_found
lj_cf_os_time, no_match_found
setfield, no_match_found
lj_cf_os_date, no_match_found
lj_cf_os_clock, no_match_found
lj_cf_os_exit, no_match_found
lj_cf_os_getenv, no_match_found
lj_cf_os_tmpname, no_match_found
lj_cf_os_rename, no_match_found
lj_cf_os_remove, no_match_found
lj_cf_os_execute, no_match_found
loaderror, no_match_found
lj_cf_package_require, no_match_found
lj_cf_package_module, no_match_found
mksymname, no_match_found
searchpath, no_match_found
findfile, no_match_found
ll_bcsym, no_match_found
lj_cf_package_loader_preload, no_match_found
ll_loadfunc, no_match_found
lj_cf_package_loader_croot, no_match_found
lj_cf_package_loader_c, no_match_found
lj_cf_package_loader_lua, no_match_found
lj_cf_package_seeall, no_match_found
lj_cf_package_searchpath, no_match_found
lj_cf_package_loadlib, no_match_found
setpath, no_match_found
lj_cf_package_unloadlib, no_match_found
luaopen_package, no_match_found
getthread, no_match_found
luaopen_debug, no_match_found
lj_cf_debug_traceback, no_match_found
lj_cf_debug_debug, no_match_found
lj_cf_debug_gethook, no_match_found
hookf, no_match_found
lj_cf_debug_sethook, no_match_found
lj_cf_debug_upvalueid, no_match_found
lj_cf_debug_upvaluejoin, no_match_found
debug_getupvalue, no_match_found
lj_cf_debug_setupvalue, no_match_found
lj_cf_debug_getupvalue, no_match_found
lj_cf_debug_setlocal, no_match_found
lj_cf_debug_getlocal, no_match_found
settabsi, no_match_found
settabss, no_match_found
treatstackoption, no_match_found
lj_cf_debug_getinfo, no_match_found
lj_cf_debug_setfenv, no_match_found
lj_cf_debug_getfenv, no_match_found
lj_cf_debug_setmetatable, no_match_found
lj_cf_debug_getmetatable, no_match_found
lj_cf_debug_getregistry, no_match_found
lj_cf_jit_opt_start, no_match_found
lj_cf_jit_util_ircalladdr, no_match_found
jit_checktrace, no_match_found
flagbits_to_strings, no_match_found
lj_cf_jit_status, no_match_found
setintfield, no_match_found
check_Lproto, no_match_found
lj_cf_jit_util_funck, no_match_found
lj_cf_jit_attach, no_match_found
setjitmode, no_match_found
lj_cf_jit_flush, no_match_found
lj_cf_jit_off, no_match_found
lj_cf_jit_on, no_match_found
luaopen_jit, no_match_found
lj_cf_jit_util_funcuvname, no_match_found
lj_cf_jit_util_traceinfo, no_match_found
lj_cf_jit_util_funcinfo, no_match_found
lj_cf_jit_util_funcbc, no_match_found
lj_cf_jit_util_traceir, no_match_found
lj_cf_jit_util_tracek, no_match_found
lj_cf_jit_util_tracesnap, no_match_found
lj_cf_jit_util_tracemc, no_match_found
lj_cf_jit_util_traceexitstub, no_match_found
aa_escape, no_match_found
aa_table, no_match_found
aa_ahref, no_match_found
lj_opt_fwd_href_nokey, no_match_found
lj_opt_fwd_tptr, no_match_found
aa_uref, no_match_found
aa_fref, no_match_found
aa_findcnew, no_match_found
aa_xref, no_match_found
reassoc_trycse, no_match_found
lj_opt_fwd_wasnonnil, no_match_found
lj_opt_fwd_tab_len, no_match_found
lj_opt_dse_xstore, no_match_found
lj_opt_dse_fstore, no_match_found
lj_opt_dse_ustore, no_match_found
lj_opt_fwd_uload, no_match_found
lj_opt_dse_ahstore, no_match_found
lj_opt_fwd_xload, no_match_found
lj_opt_fwd_fload, no_match_found
lj_opt_fwd_hrefk, no_match_found
fwd_ahload, no_match_found
lj_opt_fwd_hload, no_match_found
lj_opt_fwd_aload, no_match_found
crec_reassoc_ofs, no_match_found
crec_constructor, no_match_found
argv2cdata, no_match_found
crec_ct2irt, no_match_found
recff_ffi_errno, no_match_found
crec_finalizer, no_match_found
recff_ffi_gc, no_match_found
crec_copy, no_match_found
crec_ct_tv, no_match_found
crec_toint, no_match_found
argv2ctype, no_match_found
recff_ffi_xof, no_match_found
recff_ffi_istype, no_match_found
crec_alloc, no_match_found
recff_ffi_new, no_match_found
crec_tv_ct, no_match_found
recff_ffi_fill, no_match_found
lj_crecord_tonumber, no_match_found
recff_cdata_call, no_match_found
recff_cdata_arith, no_match_found
recff_clib_index, no_match_found
recff_ffi_string, no_match_found
recff_ffi_copy, no_match_found
recff_ffi_typeof, no_match_found
recff_ffi_abi, no_match_found
recff_cdata_index, no_match_found
__fixunsdfdi, no_match_found
__divdi3, no_match_found
__moddi3, no_match_found
__udivdi3, no_match_found
__umoddi3, no_match_found
__libc_csu_fini, no_match_found
__libc_csu_init, no_match_found
__do_global_ctors_aux, no_match_found
_term_proc, no_match_found
fileno, StoneAge/Source/gmsv/map/readmap.c
ldexp, no_match_found
fputs, StoneAge/Source/gmsv/handletime.c
__errno_location, no_match_found
tmpfile64, no_match_found
sigemptyset, no_match_found
inet_ntop, no_match_found
sprintf, StoneAge/Source/gmsv/autil.c
popen, no_match_found
connect, StoneAge/Source/gmsv/callfromcli.c
localtime_r, no_match_found
getpid, StoneAge/Source/gmsv/init.c
pthread_join, StoneAge/Source/gmsv/net.c
strerror, StoneAge/Source/gmsv/net.c
qsort, StoneAge/Source/gmsv/battle/battle.c
inet_ntoa, StoneAge/Source/gmsv/net.c
__xstat, no_match_found
pthread_cond_signal, no_match_found
pthread_attr_setschedpolicy, no_match_found
realloc, StoneAge/Source/gmsv/net.c
rewind, StoneAge/Source/gmsv/include/3rdParty/dirent.h
localtime, StoneAge/Source/gmsv/handletime.c
mysql_real_connect, StoneAge/Source/saac/sasql.c
mysql_num_fields, no_match_found
mysql_ping, no_match_found
strtod, StoneAge/Source/gmsv/lssproto_util.c
strchr, StoneAge/Source/gmsv/include/3rdParty/getopt.c
getenv, no_match_found
inet_addr, StoneAge/Source/gmsv/mclient.c
system, StoneAge/Source/gmsv/callfromac.c
strncpy, StoneAge/Source/gmsv/autil.c
mremap, no_match_found
mysql_error, no_match_found
write, StoneAge/Source/gmsv/autil.c
listen, StoneAge/Source/gmsv/util.c
dlclose, no_match_found
fgets, StoneAge/Source/gmsv/configfile.c
rename, StoneAge/Source/gmsv/log.c
fopen64, no_match_found
mysql_close, StoneAge/Source/saac/sasql.c
sched_get_priority_max, no_match_found
__libc_start_main, no_match_found
_IO_getc, no_match_found
_Unwind_DeleteException, no_match_found
pthread_cond_timedwait, no_match_found
strrchr, StoneAge/Source/saac/3rdParty/strings.c
fseeko64, no_match_found
__assert_fail, no_match_found
mysql_options, no_match_found
read, StoneAge/Source/gmsv/buf.c
getrusage, no_match_found
gmtime_r, no_match_found
ungetc, no_match_found
usleep, StoneAge/Source/gmsv/net.c
readdir, StoneAge/Source/gmsv/util.c
gettimeofday, StoneAge/Source/gmsv/handletime.c
strtol, StoneAge/Source/gmsv/configfile.c
__ctype_toupper_loc, no_match_found
free, StoneAge/Source/gmsv/buf.c
backtrace_symbols, no_match_found
mysql_select_db, no_match_found
mysql_query, StoneAge/Source/saac/sasql.c
dlsym, no_match_found
sqrt, StoneAge/Source/gmsv/battle/battle_event.c
__strtok_r, no_match_found
opendir, StoneAge/Source/gmsv/util.c
accept, StoneAge/Source/gmsv/callfromac.c
socket, StoneAge/Source/gmsv/callfromac.c
getrlimit, no_match_found
__ctype_b_loc, no_match_found
fseek, StoneAge/Source/gmsv/init.c
pthread_mutex_unlock, StoneAge/Source/gmsv/net.c
mprotect, no_match_found
pthread_attr_init, no_match_found
fclose, StoneAge/Source/gmsv/callfromac.c
ftello64, no_match_found
