_init_proc	.init	08049DD4	00000017	0000000C		R	.	.	.	.	.	B	.	.
ra_alloc1	.text	081F0440	0000003E	0000000C		R	.	.	.	.	.	.	.	.
asm_gencall	.text	081F0480	00000260	0000002C		R	.	.	.	.	.	.	.	.
asm_gc_check	.text	081F06E0	00000120	0000002C		R	.	.	.	.	.	.	.	.
asm_fusestrref	.text	081F0800	000000D2	0000000C		R	.	.	.	.	.	.	.	.
asm_fusexref	.text	081F08E0	00000199	0000001C		R	.	.	.	.	.	.	.	.
asm_fusefref	.text	081F0A80	00000069	0000000C		R	.	.	.	.	.	.	.	.
asm_fusearef	.text	081F0AF0	0000016B	0000001C		R	.	.	.	.	.	.	.	.
asm_fuseahuref	.text	081F0C60	000000CF	0000000C		R	.	.	.	.	.	.	.	.
asm_fuseload	.text	081F0D30	00000268	0000001C		R	.	.	.	.	.	.	.	.
asm_x87load	.text	081F0FA0	000000EF	0000001C		R	.	.	.	.	.	.	.	.
ra_pick	.text	081F1090	00000014	00000000		R	.	.	.	.	.	.	.	.
ra_scratch	.text	081F10B0	0000001E	0000000C		R	.	.	.	.	.	.	.	.
asm_fxstore	.text	081F10D0	00000289	0000003C		R	.	.	.	.	.	.	.	.
asm_phi	.text	081F1360	00000146	0000002C		R	.	.	.	.	.	.	.	.
ra_dest	.text	081F14B0	0000008B	0000000C		R	.	.	.	.	.	.	.	.
asm_ahuvload	.text	081F1540	000000EC	0000001C		R	.	.	.	.	.	.	.	.
asm_strref	.text	081F1630	0000009B	0000001C		R	.	.	.	.	.	.	.	.
asm_fref	.text	081F16D0	00000052	0000001C		R	.	.	.	.	.	.	.	.
asm_uref	.text	081F1730	00000137	0000001C		R	.	.	.	.	.	.	.	.
asm_hrefk	.text	081F1870	0000021E	0000002C		R	.	.	.	.	.	.	.	.
asm_href	.text	081F1A90	00000780	0000004C		R	.	.	.	.	.	.	.	.
asm_aref	.text	081F2210	00000088	0000001C		R	.	.	.	.	.	.	.	.
asm_tointg	.text	081F22A0	000000A1	0000001C		R	.	.	.	.	.	.	.	.
asm_sload	.text	081F2350	00000205	0000003C		R	.	.	.	.	.	.	.	.
ra_destreg	.text	081F2560	0000004C	0000001C		R	.	.	.	.	.	.	.	.
asm_setupresult	.text	081F25B0	00000379	0000002C		R	.	.	.	.	.	.	.	.
asm_intmod	.text	081F2930	00000051	0000001C		R	.	.	.	.	.	.	.	.
asm_newref	.text	081F2990	00000162	0000002C		R	.	.	.	.	.	.	.	.
asm_tostr	.text	081F2B00	000000E6	0000002C		R	.	.	.	.	.	.	.	.
asm_callx	.text	081F2BF0	0000012B	0000012C		R	.	.	.	.	.	.	.	.
asm_call	.text	081F2D20	0000008B	0000009C		R	.	.	.	.	.	.	.	.
asm_tdup	.text	081F2DB0	00000058	0000001C		R	.	.	.	.	.	.	.	.
asm_tnew	.text	081F2E10	0000008D	0000002C		R	.	.	.	.	.	.	.	.
asm_snew	.text	081F2EA0	00000060	0000001C		R	.	.	.	.	.	.	.	.
ra_rename	.text	081F2F00	000000D7	0000001C		R	.	.	.	.	.	.	.	.
asm_phi_break	.text	081F2FE0	0000005E	0000000C	00000004	R	.	.	.	.	.	.	.	.
asm_loop	.text	081F3040	00000672	0000003C		R	.	.	.	.	.	.	.	.
ra_left	.text	081F36C0	0000012C	0000001C		R	.	.	.	.	.	.	.	.
asm_bitshift	.text	081F37F0	000001E0	0000001C		R	.	.	.	.	.	.	.	.
asm_bitswap	.text	081F39D0	0000004E	0000000C		R	.	.	.	.	.	.	.	.
asm_min_max	.text	081F3A20	000000A1	0000001C		R	.	.	.	.	.	.	.	.
asm_neg_not	.text	081F3AD0	00000053	0000001C		R	.	.	.	.	.	.	.	.
asm_intarith	.text	081F3B30	00000236	0000003C		R	.	.	.	.	.	.	.	.
asm_fparith	.text	081F3D70	000000FD	0000002C		R	.	.	.	.	.	.	.	.
asm_add	.text	081F3E70	000002BA	0000002C		R	.	.	.	.	.	.	.	.
asm_fppowi	.text	081F4130	00000083	0000000C		R	.	.	.	.	.	.	.	.
asm_fpmath	.text	081F41C0	00000469	0000002C		R	.	.	.	.	.	.	.	.
asm_tobit	.text	081F4630	000000C0	0000001C		R	.	.	.	.	.	.	.	.
asm_hiop	.text	081F46F0	000009F8	0000006C		R	.	.	.	.	.	.	.	.
asm_conv	.text	081F50F0	000004B1	0000003C		R	.	.	.	.	.	.	.	.
asm_cnew	.text	081F55B0	000001E1	0000003C		R	.	.	.	.	.	.	.	.
asm_ir	.text	081F57A0	00000FE7	000000C0		R	.	.	.	.	.	.	.	.
lj_asm_patchexit	.text	081F6790	00000125	0000002C	00000010	R	.	.	.	.	.	.	.	.
lj_asm_trace	.text	081F68C0	000017A0	0001022E	00000008	R	.	.	.	.	.	.	.	.
lj_cdata_setfin	.text	081F8060	0000007D	0000002C		R	.	.	.	.	.	.	.	.
lj_cdata_newv	.text	081F80E0	000000C6	0000001C	00000010	R	.	.	.	.	.	.	.	.
lj_cdata_newref	.text	081F81B0	00000056	0000001C	0000000C	R	.	.	.	.	.	.	.	.
lj_cdata_get	.text	081F8210	00000103	00000034	00000010	R	.	.	.	.	.	.	.	.
lj_cdata_set	.text	081F8320	000000F7	0000002C	00000014	R	.	.	.	.	.	.	.	.
lj_cdata_free	.text	081F8420	000000AE	0000001C		R	.	.	.	.	.	.	.	.
lj_cdata_index	.text	081F84D0	000003FD	0000004C	00000014	R	.	.	.	.	.	.	.	.
cconv_childqual	.text	081F88D0	0000003E	00000008		R	.	.	.	.	.	.	.	.
lj_cconv_compatptr	.text	081F8910	00000155	00000034	00000010	R	.	.	.	.	.	.	.	.
cconv_err_initov	.text	081F8A70	0000003C	0000001C		.	.	.	.	.	.	.	.	.
lj_cconv_multi_init	.text	081F8AB0	0000008E	0000001C	0000000C	R	.	.	.	.	.	.	.	.
lj_cconv_tv_bf	.text	081F8B40	00000106	00000024	00000010	R	.	.	.	.	.	.	.	.
lj_cconv_ct_ct	.text	081F8C50	0000097F	00000074	00000018	R	.	.	.	.	.	.	T	.
lj_cconv_ct_tv	.text	081F95D0	000005D8	0000006C	00000014	R	.	.	.	.	.	.	T	.
lj_cconv_bf_tv	.text	081F9BB0	0000013F	0000003C	00000010	R	.	.	.	.	.	.	.	.
cconv_substruct_init	.text	081F9CF0	00000162	0000003C	0000000C	R	.	.	.	.	.	.	.	.
lj_cconv_ct_init	.text	081F9E60	0000021A	0000003C	00000018	R	.	.	.	.	.	.	T	.
cconv_substruct_tab	.text	081FA080	000001D0	0000003C	0000000C	R	.	.	.	.	.	.	.	.
lj_cconv_tv_ct	.text	081FA250	0000016A	0000002C	00000014	R	.	.	.	.	.	.	T	.
lj_ccall_ctid_vararg	.text	081FA3C0	000000EC	0000001C	00000008	R	.	.	.	.	.	.	.	.
lj_ccall_func	.text	081FA4B0	00000687	0000012C	00000008	R	.	.	.	.	.	.	.	.
lj_carith_mul64	.text	081FAB40	0000003F	0000000C	00000010	R	.	.	.	.	.	.	.	.
lj_carith_divu64	.text	081FAB80	00000073	0000002C	00000010	R	.	.	.	.	.	.	.	.
lj_carith_divi64	.text	081FAC00	00000070	0000001C	00000010	R	.	.	.	.	.	.	.	.
lj_carith_modu64	.text	081FAC70	00000073	0000002C	00000010	R	.	.	.	.	.	.	.	.
lj_carith_modi64	.text	081FACF0	0000009B	0000002C	00000010	R	.	.	.	.	.	.	.	.
lj_carith_powu64	.text	081FAD90	00000161	00000034	00000010	R	.	.	.	.	.	.	.	.
lj_carith_powi64	.text	081FAF00	000000C0	00000024	00000010	R	.	.	.	.	.	.	.	.
lj_carith_op	.text	081FAFC0	00000CDC	000000A0	00000008	R	.	.	.	.	.	.	.	.
clib_new	.text	081FBCA0	00000078	0000001C		R	.	.	.	.	.	.	.	.
lj_clib_default	.text	081FBD20	0000001A	0000000C	00000008	R	.	.	.	.	.	.	.	.
lj_clib_unload	.text	081FBD40	0000003A	0000000C	00000004	R	.	.	.	.	.	.	.	.
clib_error_	.text	081FBD80	00000029	0000001C		.	.	.	.	.	.	.	.	.
clib_check_lds	.text	081FBDB0	000000C6	0000002C		R	.	.	.	.	.	.	.	.
lj_clib_load	.text	081FBE80	000002AF	0000012C	00000010	R	.	.	.	.	.	.	.	.
lj_clib_index	.text	081FC130	00000173	00000044	0000000C	R	.	.	.	.	.	.	.	.
cp_newline	.text	081FC2B0	00000026	00000000		R	.	.	.	.	.	.	.	.
cp_istypedecl	.text	081FC2E0	00000044	00000004		R	.	.	.	.	.	.	.	.
cp_decl_reset	.text	081FC330	00000032	00000000		R	.	.	.	.	.	.	.	.
lj_cparse	.text	081FC370	000000E0	000001BC	00000004	R	.	.	.	.	.	.	.	.
cp_tok2str	.text	081FC450	0000006E	0000001C		R	.	.	.	.	.	.	.	.
cp_get_bs	.text	081FC4C0	0000005C	00000004		R	.	.	.	.	.	.	.	.
cp_errmsg	.text	081FC520	0000016C	0000003C	00000010	.	.	.	.	.	.	.	T	.
cp_err	.text	081FC690	00000017	0000000C		.	.	.	.	.	.	.	.	.
cp_decl_intern	.text	081FC6B0	0000049B	0000004C		R	.	.	.	.	.	.	.	.
cp_add	.text	081FCB50	0000005B	0000000C		R	.	.	.	.	.	.	.	.
cp_push	.text	081FCBB0	00000013	0000000C		R	.	.	.	.	.	.	.	.
cp_push_type	.text	081FCBD0	00000155	0000001C		R	.	.	.	.	.	.	.	.
cp_save_grow	.text	081FCD30	0000006A	0000001C		R	.	.	.	.	.	.	.	.
cp_err_badidx	.text	081FCDA0	00000044	0000001C		.	.	.	.	.	.	.	.	.
cp_err_token	.text	081FCDF0	00000026	0000001C		.	.	.	.	.	.	.	.	.
cp_next	.text	081FCE20	000009F0	0000004C		R	.	.	.	.	.	.	.	.
cp_check	.text	081FD810	00000015	0000000C		R	.	.	.	.	.	.	.	.
cp_opt	.text	081FD830	00000020	0000000C		R	.	.	.	.	.	.	.	.
cp_expr_comma	.text	081FD850	00000031	0000000C		R	.	.	.	.	.	.	.	.
cp_expr_sizeof	.text	081FD890	000000C5	0000002C		R	.	.	.	.	.	.	.	.
cp_expr_unary	.text	081FD960	000004D9	0000003C		R	.	.	.	.	.	.	.	.
cp_expr_sub	.text	081FDE40	000005A0	0000002C		R	.	.	.	.	.	.	T	.
cp_decl_constinit	.text	081FE3E0	000000D5	0000002C		R	.	.	.	.	.	.	T	.
cp_expr_kint	.text	081FE4C0	0000004D	0000000C		R	.	.	.	.	.	.	T	.
cp_expr_ksize	.text	081FE510	00000028	0000001C		R	.	.	.	.	.	.	.	.
cp_decl_sizeattr	.text	081FE540	0000004D	0000000C		R	.	.	.	.	.	.	.	.
cp_decl_align	.text	081FE590	0000003C	0000000C		R	.	.	.	.	.	.	.	.
cp_decl_attributes	.text	081FE5D0	0000054D	0000002C		R	.	.	.	.	.	.	.	.
cp_struct_name	.text	081FEB20	00000165	0000002C		R	.	.	.	.	.	.	.	.
cp_decl_struct	.text	081FEC90	000006BB	000006EC		R	.	.	.	.	.	.	.	.
cp_decl_spec	.text	081FF350	00000587	0000004C		R	.	.	.	.	.	.	.	.
cp_declarator	.text	081FF8E0	00000501	000006BC		R	.	.	.	.	.	.	.	.
cp_decl_abstract	.text	081FFDF0	00000052	0000068C		R	.	.	.	.	.	.	.	.
cpcparser	.text	081FFE50	00000507	000006AC	0000000C	R	.	.	.	.	.	.	.	.
lj_lib_checktabornil	.text	08200360	0000004D	0000001C	00000008	R	.	.	.	.	.	.	.	.
lj_lib_checkany	.text	082003B0	00000035	0000000C	00000008	R	.	.	.	.	.	.	.	.
lj_lib_checktab	.text	082003F0	00000040	0000001C	00000008	R	.	.	.	.	.	.	.	.
lj_lib_checkfunc	.text	08200430	00000040	0000001C	00000008	R	.	.	.	.	.	.	.	.
lj_lib_checkint	.text	08200470	0000008D	0000002C	00000008	R	.	.	.	.	.	.	.	.
lj_lib_optint	.text	08200500	0000003D	0000000C	0000000C	R	.	.	.	.	.	.	.	.
lj_lib_checknum	.text	08200540	0000006A	0000001C	00000008	R	.	.	.	.	.	.	.	.
lj_lib_checkbit	.text	082005B0	0000008D	0000002C	00000008	R	.	.	.	.	.	.	.	.
lj_lib_checkstr	.text	08200640	00000068	0000001C	00000008	R	.	.	.	.	.	.	.	.
lj_lib_optstr	.text	082006B0	00000037	0000000C	00000008	R	.	.	.	.	.	.	.	.
lj_lib_checkopt	.text	082006F0	000000E9	0000002C	00000010	R	.	.	.	.	.	.	.	.
lj_lib_register	.text	082007E0	00000463	0000005C	00000010	R	.	.	.	.	.	.	T	.
lj_ffh_coroutine_yield	.text	08200C50	00000017	0000000C	00000004	.	.	.	.	.	.	.	T	.
ffh_resume	.text	08200C70	00000082	0000001C		R	.	.	.	.	.	.	T	.
lj_ffh_coroutine_wrap_aux	.text	08200D00	00000017	00000000	00000004	R	.	.	.	.	.	.	T	.
lj_ffh_coroutine_resume	.text	08200D20	0000003C	0000000C	00000004	R	.	.	.	.	.	.	T	.
lj_cf_coroutine_create	.text	08200D60	00000070	0000001C	00000004	R	.	.	.	.	.	.	T	.
lj_cf_coroutine_wrap	.text	08200DD0	00000073	0000001C	00000004	R	.	.	.	.	.	.	T	.
lj_cf_coroutine_running	.text	08200E50	00000047	0000000C	00000004	R	.	.	.	.	.	.	T	.
lj_cf_coroutine_status	.text	08200EA0	000000AE	0000001C	00000004	R	.	.	.	.	.	.	T	.
lj_cf_newproxy	.text	08200F50	00000152	0000001C	00000004	R	.	.	.	.	.	.	T	.
lj_cf_collectgarbage	.text	082010B0	000000CF	00000024	00000004	R	.	.	.	.	.	.	T	.
lj_cf_dofile	.text	08201180	00000083	0000001C	00000004	R	.	.	.	.	.	.	T	.
load_aux	.text	08201210	00000067	0000001C		R	.	.	.	.	.	.	T	.
lj_cf_load	.text	08201280	0000014D	0000002C	00000004	R	.	.	.	.	.	.	T	.
lj_cf_loadstring	.text	082013D0	00000005	00000000		R	.	.	.	.	.	.	T	.
lj_cf_loadfile	.text	082013E0	00000099	0000001C	00000004	R	.	.	.	.	.	.	T	.
lj_ffh_pcall	.text	08201480	0000002F	0000000C	00000004	R	.	.	.	.	.	.	T	.
lj_cf_error	.text	082014B0	00000094	0000001C	00000004	.	.	.	.	.	.	.	T	.
ffh_pairs	.text	08201560	000000D0	0000001C		R	.	.	.	.	.	.	T	.
lj_ffh_ipairs	.text	08201630	0000000E	00000000	00000004	R	.	.	.	.	.	.	T	.
lj_ffh_pairs	.text	08201640	0000000E	00000000	00000004	R	.	.	.	.	.	.	T	.
lj_cf_rawset	.text	08201650	00000071	0000001C	00000004	R	.	.	.	.	.	.	T	.
lj_ffh_rawget	.text	082016D0	0000002F	0000000C	00000004	R	.	.	.	.	.	.	T	.
lj_ffh_ipairs_aux	.text	08201700	0000002F	0000000C	00000004	R	.	.	.	.	.	.	T	.
lj_ffh_next	.text	08201730	0000001D	0000000C	00000004	R	.	.	.	.	.	.	T	.
lj_cf_rawequal	.text	08201750	0000005E	0000001C	00000004	R	.	.	.	.	.	.	T	.
lj_cf_setfenv	.text	082017B0	000000F5	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_assert	.text	082018B0	0000004B	0000000C	00000004	.	.	.	.	.	.	.	.	.
luaopen_base	.text	08201900	00000143	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_coroutine_wrap_err	.text	08201A50	00000050	0000001C		R	.	.	.	.	.	.	.	.
lj_ffh_setmetatable	.text	08201AA0	000000B0	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_getfenv	.text	08201B50	0000008E	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_select	.text	08201BE0	0000008C	00000020	00000004	R	.	.	.	.	.	.	.	.
lj_cf_gcinfo	.text	08201C70	00000027	00000008	00000004	R	.	.	.	.	.	.	.	.
lj_cf_unpack	.text	08201CA0	00000126	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_tonumber	.text	08201DD0	000001C6	00000044	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_tostring	.text	08201FA0	00000146	0000001C	00000004	R	.	.	.	.	.	.	.	.
reader_func	.text	082020F0	000000DA	0000001C	0000000C	R	.	.	.	.	.	.	.	.
lj_cf_print	.text	082021D0	0000021D	0000005C	00000004	R	.	.	.	.	.	.	.	.
possible_crypto_7	.text	082023F0	00000193	00000054		R	.	.	.	.	.	.	.	.
random_init	.text	08202590	000000C7	0000002C	00000008	R	.	.	.	.	.	.	.	.
luaopen_math	.text	08202660	00000090	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_math_randomseed	.text	082026F0	00000035	0000000C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_math_min	.text	08202730	00000038	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_math_ldexp	.text	08202770	00000033	0000000C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_math_atan2	.text	082027B0	00000033	0000000C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_math_sqrt	.text	082027F0	0000001F	0000000C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_math_abs	.text	08202810	0000001F	0000000C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_math_log	.text	08202830	00000084	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_math_random	.text	082028C0	00000135	0000006C	00000004	R	.	.	.	.	.	.	.	.
luaopen_bit	.text	08202A00	00000043	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_bit_tohex	.text	08202A50	000000B1	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_bit_band	.text	08202B10	00000038	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_bit_lshift	.text	08202B50	00000031	0000000C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_bit_tobit	.text	08202B90	0000001F	0000000C	00000004	R	.	.	.	.	.	.	.	.
match_class	.text	08202BB0	00000082	00000008		R	.	.	.	.	.	.	.	.
matchbracketclass	.text	08202C40	00000094	00000010		R	.	.	.	.	.	.	.	.
singlematch	.text	08202CE0	0000003E	00000004		R	.	.	.	.	.	.	.	.
luaopen_string	.text	08202D20	000000E1	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_string_len	.text	08202E10	0000001D	0000000C	00000004	R	.	.	.	.	.	.	.	.
writer_buf	.text	08202E30	00000032	0000001C	00000010	R	.	.	.	.	.	.	.	.
classend	.text	08202E70	00000081	0000000C		R	.	.	.	.	.	.	.	.
addintlen	.text	08202F00	00000041	0000000C		R	.	.	.	.	.	.	.	.
lj_cf_string_format	.text	08202F50	000008FC	000022AC	00000004	R	.	.	.	.	.	.	.	.
match	.text	08203850	0000049F	0000003C		R	.	.	.	.	.	.	.	.
start_capture	.text	08203CF0	00000053	0000001C	00000004	R	.	.	.	.	.	.	.	.
max_expand	.text	08203D50	00000078	0000001C	00000004	R	.	.	.	.	.	.	.	.
push_onecapture	.text	08203DD0	000000C1	0000001C	00000004	R	.	.	.	.	.	.	.	.
push_captures	.text	08203EA0	000000AB	0000002C		R	.	.	.	.	.	.	.	.
lj_cf_string_gsub	.text	08203F50	000004AB	0000216C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_string_gmatch_aux	.text	08204400	000000B0	0000013C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_string_gmatch	.text	082044B0	00000085	0000001C	00000004	R	.	.	.	.	.	.	.	.
str_find_aux	.text	08204540	000003FF	0000016C		R	.	.	.	.	.	.	.	.
lj_cf_string_match	.text	08204940	0000000B	00000000	00000004	R	.	.	.	.	.	.	.	.
lj_cf_string_find	.text	08204950	0000000E	00000000	00000004	R	.	.	.	.	.	.	.	.
lj_cf_string_dump	.text	08204960	000000F0	0000203C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_string_reverse	.text	08204A50	00000038	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_string_sub	.text	08204A90	00000051	00000020	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_string_char	.text	08204AF0	000000A5	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_string_rep	.text	08204BA0	0000024E	0000004C	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_string_byte	.text	08204DF0	000000EE	00000020	00000004	R	.	.	.	.	.	.	.	.
luaopen_table	.text	08204EE0	00000043	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_table_maxn	.text	08204F30	000000AC	00000020	00000004	R	.	.	.	.	.	.	.	.
lj_ffh_table_getn	.text	08204FE0	0000001D	0000000C	00000004	R	.	.	.	.	.	.	.	.
sort_comp	.text	08205000	000000CA	0000001C		R	.	.	.	.	.	.	.	.
set2	.text	082050D0	00000056	0000001C		R	.	.	.	.	.	.	.	.
auxsort	.text	08205130	0000030D	0000002C		R	.	.	.	.	.	.	.	.
lj_cf_table_sort	.text	08205440	00000080	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_table_concat	.text	082054C0	00000161	0000203C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_table_remove	.text	08205630	00000185	0000003C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_table_foreachi	.text	082057C0	000000FA	00000030	00000004	R	.	.	.	.	.	.	.	.
lj_cf_table_foreach	.text	082058C0	000000CD	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_table_insert	.text	08205990	0000018B	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_type	.text	08205B20	00000098	0000001C	00000004	R	.	.	.	.	.	.	.	.
io_std_new	.text	08205BC0	00000080	0000002C		R	.	.	.	.	.	.	.	.
luaopen_io	.text	08205C40	000000E8	0000001C	00000004	R	.	.	.	.	.	.	.	.
io_file_new	.text	08205D30	00000057	0000001C		R	.	.	.	.	.	.	.	.
io_file_open	.text	08205D90	000000B1	0000002C		R	.	.	.	.	.	.	.	.
io_stdfile	.text	08205E50	0000002A	0000000C		R	.	.	.	.	.	.	.	.
io_file_readline	.text	08205E80	000000E5	0000003C		R	.	.	.	.	.	.	.	.
io_file_read	.text	08205F70	000003F1	0000004C		R	.	.	.	.	.	.	.	.
lj_cf_io_read	.text	08206370	00000023	0000000C	00000004	R	.	.	.	.	.	.	.	.
io_file_close	.text	082063A0	000000C1	0000001C		R	.	.	.	.	.	.	.	.
io_file_iter	.text	08206470	0000011D	0000002C	00000004	R	.	.	.	.	.	.	.	.
io_tofilep	.text	08206590	00000050	0000001C		R	.	.	.	.	.	.	.	.
lj_cf_io_method___gc	.text	082065E0	00000030	0000000C	00000004	R	.	.	.	.	.	.	.	.
io_tofile	.text	08206610	00000026	0000000C		R	.	.	.	.	.	.	.	.
io_std_getset	.text	08206640	00000082	0000000C		R	.	.	.	.	.	.	.	.
lj_cf_io_output	.text	082066D0	00000021	00000004	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_input	.text	08206700	00000021	00000004	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_method_lines	.text	08206730	00000051	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_method_read	.text	08206790	00000021	0000000C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_method_close	.text	082067C0	0000003B	0000000C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_close	.text	08206800	00000002	00000000		R	.	.	.	.	.	.	.	.
lj_cf_io_flush	.text	08206810	00000056	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_method_flush	.text	08206870	00000053	0000001C	00000004	R	.	.	.	.	.	.	.	.
io_file_write	.text	082068D0	000000EB	0000002C		R	.	.	.	.	.	.	.	.
lj_cf_io_write	.text	082069C0	00000023	0000000C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_method_write	.text	082069F0	00000021	0000000C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_tmpfile	.text	08206A20	0000006C	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_open	.text	08206A90	000000AD	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_popen	.text	08206B40	000000C0	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_method___tostring	.text	08206C00	0000006C	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_method_setvbuf	.text	08206C70	000000AF	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_method_seek	.text	08206D20	00000123	00000034	00000004	R	.	.	.	.	.	.	.	.
lj_cf_io_lines	.text	08206E50	000000A5	0000001C	00000004	R	.	.	.	.	.	.	.	.
luaopen_os	.text	08206F00	00000043	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_os_setlocale	.text	08206F50	00000087	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_os_difftime	.text	08206FE0	0000008F	0000002C	00000004	R	.	.	.	.	.	.	.	.
getfield	.text	08207070	0000009E	0000001C		R	.	.	.	.	.	.	.	.
lj_cf_os_time	.text	08207110	00000192	00000050	00000004	R	.	.	.	.	.	.	.	.
setfield	.text	082072B0	0000004E	0000001C		R	.	.	.	.	.	.	.	.
lj_cf_os_date	.text	08207300	0000033C	0000214C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_os_clock	.text	08207640	0000004C	00000010	00000004	R	.	.	.	.	.	.	.	.
lj_cf_os_exit	.text	08207690	0000007F	0000001C	00000004	.	.	.	.	.	.	.	.	.
lj_cf_os_getenv	.text	08207710	00000057	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_os_tmpname	.text	08207770	00000088	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_os_rename	.text	08207800	00000084	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_os_remove	.text	08207890	00000068	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_os_execute	.text	08207900	00000062	00000020	00000004	R	.	.	.	.	.	.	.	.
loaderror	.text	08207970	00000072	0000002C		.	.	.	.	.	.	.	.	.
lj_cf_package_require	.text	08207A00	000002D7	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_package_module	.text	08207CE0	000002D4	0000009C	00000004	R	.	.	.	.	.	.	.	.
mksymname	.text	08207FC0	00000094	0000002C		R	.	.	.	.	.	.	.	.
searchpath	.text	08208060	0000018D	0000203C	00000008	R	.	.	.	.	.	.	T	.
findfile	.text	082081F0	000000A6	0000002C		R	.	.	.	.	.	.	.	.
ll_bcsym	.text	082082A0	00000020	0000000C		R	.	.	.	.	.	.	.	.
lj_cf_package_loader_preload	.text	082082C0	000000FE	0000001C	00000004	R	.	.	.	.	.	.	.	.
ll_loadfunc	.text	082083C0	00000270	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_package_loader_croot	.text	08208630	000000F7	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_package_loader_c	.text	08208730	00000089	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_package_loader_lua	.text	082087C0	00000079	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_package_seeall	.text	08208840	000000AA	0000001C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_package_searchpath	.text	082088F0	000000F0	0000002C	00000004	R	.	.	.	.	.	.	.	.
lj_cf_package_loadlib	.text	082089E0	000000B8	0000001C	00000004	R	.	.	.	.	.	.	.	.
setpath	.text	08208AA0	000000BC	0000002C	00000008	R	.	.	.	.	.	.	T	.
lj_cf_package_unloadlib	.text	08208B60	00000058	0000001C	00000004	R	.	.	.	.	.	.	.	.
luaopen_package	.text	08208BC0	000002A6	0000002C	00000004	R	.	.	.	.	.	.	.	.
getthread	.text	08208E70	00000021	00000000		R	.	.	.	.	.	.	.	.
luaopen_debug	.text	08208EA0	00000043	0000001C	00000004	R	.	.	.	.	.	.	.	.
